Year,Month,Vehicle Type,Time Period (AM/PM),Area Type,Functional Classification,Speed
2021,Feb,Passenger,AM,Urban,2,55.1
2021,Feb,Passenger,AM,Urban,3,29
2021,Feb,Passenger,AM,Urban,4,26.6
2021,Feb,Passenger,AM,Urban,5,21.2
2021,Feb,Passenger,AM,Urban,6,27.7
2021,Feb,Passenger,AM,Urban,7,19.2
2021,Feb,Passenger,AM,Rural,1,70.8
2021,Feb,Passenger,AM,Rural,2,64.5
2021,Feb,Passenger,AM,Rural,3,54.7
2021,Feb,Passenger,AM,Rural,4,49.4
2021,Feb,Passenger,AM,Rural,5,50
2021,Feb,Passenger,AM,Rural,6,17.3
2021,Feb,Passenger,AM,Rural,7,34
2021,Feb,Passenger,PM,Urban,1,58.9
2021,Feb,Passenger,PM,Urban,2,52.1
2021,Feb,Passenger,PM,Urban,3,24.8
2021,Feb,Passenger,PM,Urban,4,22.9
2021,Feb,Passenger,PM,Urban,5,19.3
2021,Feb,Passenger,PM,Urban,6,22.7
2021,Feb,Passenger,PM,Urban,7,18.2
2021,Feb,Passenger,PM,Rural,1,72.2
2021,Feb,Passenger,PM,Rural,2,66
2021,Feb,Passenger,PM,Rural,3,55.3
2021,Feb,Passenger,PM,Rural,4,48.6
2021,Feb,Passenger,PM,Rural,5,49.8
2021,Feb,Passenger,PM,Rural,6,30
2021,Feb,Passenger,PM,Rural,7,35.5
2021,Mar,Passenger,AM,Urban,1,62.9
2021,Mar,Passenger,AM,Urban,2,56.6
2021,Mar,Passenger,AM,Urban,3,29.2
2021,Mar,Passenger,AM,Urban,4,26.3
2021,Mar,Passenger,AM,Urban,5,21.9
2021,Mar,Passenger,AM,Urban,6,27.9
2021,Mar,Passenger,AM,Urban,7,19.3
2021,Mar,Passenger,AM,Rural,1,73.1
2021,Mar,Passenger,AM,Rural,2,67
2021,Mar,Passenger,AM,Rural,3,56.1
2021,Mar,Passenger,AM,Rural,4,49.5
2021,Mar,Passenger,AM,Rural,5,51.1
2021,Mar,Passenger,AM,Rural,6,14
2021,Mar,Passenger,AM,Rural,7,32.3
2021,Mar,Passenger,PM,Urban,1,56.9
2021,Mar,Passenger,PM,Urban,2,51
2021,Mar,Passenger,PM,Urban,3,24.2
2021,Mar,Passenger,PM,Urban,4,22.2
2021,Mar,Passenger,PM,Urban,5,19.1
2021,Mar,Passenger,PM,Urban,6,22.6
2021,Mar,Passenger,PM,Urban,7,17.7
2021,Mar,Passenger,PM,Rural,1,73.2
2021,Mar,Passenger,PM,Rural,2,66.6
2021,Mar,Passenger,PM,Rural,3,55.9
2021,Mar,Passenger,PM,Rural,4,49
2021,Mar,Passenger,PM,Rural,5,49
2021,Mar,Passenger,PM,Rural,6,45.6
2021,Mar,Passenger,PM,Rural,7,36
2021,Apr,Passenger,AM,Urban,1,62.7
2021,Apr,Passenger,AM,Urban,2,56.1
2021,Apr,Passenger,AM,Urban,3,28.7
2021,Apr,Passenger,AM,Urban,4,26.1
2021,Apr,Passenger,AM,Urban,5,22
2021,Apr,Passenger,AM,Urban,6,26.7
2021,Apr,Passenger,AM,Urban,7,20.1
2021,Apr,Passenger,AM,Rural,1,73.4
2021,Apr,Passenger,AM,Rural,2,67.2
2021,Apr,Passenger,AM,Rural,3,55.8
2021,Apr,Passenger,AM,Rural,4,49.2
2021,Apr,Passenger,AM,Rural,5,50.9
2021,Apr,Passenger,AM,Rural,6,34.5
2021,Apr,Passenger,AM,Rural,7,35.7
2021,Apr,Passenger,PM,Urban,1,55.8
2021,Apr,Passenger,PM,Urban,2,50.2
2021,Apr,Passenger,PM,Urban,3,24
2021,Apr,Passenger,PM,Urban,4,22.2
2021,Apr,Passenger,PM,Urban,5,19
2021,Apr,Passenger,PM,Urban,6,21.5
2021,Apr,Passenger,PM,Urban,7,17.2
2021,Apr,Passenger,PM,Rural,1,73
2021,Apr,Passenger,PM,Rural,2,66.3
2021,Apr,Passenger,PM,Rural,3,55.4
2021,Apr,Passenger,PM,Rural,4,47.9
2021,Apr,Passenger,PM,Rural,5,48
2021,Apr,Passenger,PM,Rural,6,33.4
2021,Apr,Passenger,PM,Rural,7,33
2021,May,Passenger,AM,Urban,1,62.3
2021,May,Passenger,AM,Urban,2,55.6
2021,May,Passenger,AM,Urban,3,28.5
2021,May,Passenger,AM,Urban,4,25.8
2021,May,Passenger,AM,Urban,5,21.6
2021,May,Passenger,AM,Urban,6,27.2
2021,May,Passenger,AM,Urban,7,21.2
2021,May,Passenger,AM,Rural,1,73.5
2021,May,Passenger,AM,Rural,2,66.6
2021,May,Passenger,AM,Rural,3,55.7
2021,May,Passenger,AM,Rural,4,48.4
2021,May,Passenger,AM,Rural,5,50.4
2021,May,Passenger,AM,Rural,6,49
2021,May,Passenger,AM,Rural,7,33.2
2021,May,Passenger,PM,Urban,1,54.9
2021,May,Passenger,PM,Urban,2,49.2
2021,May,Passenger,PM,Urban,3,23.8
2021,May,Passenger,PM,Urban,4,22
2021,May,Passenger,PM,Urban,5,19.1
2021,May,Passenger,PM,Urban,6,22.1
2021,May,Passenger,PM,Urban,7,19
2021,May,Passenger,PM,Rural,1,72.6
2021,May,Passenger,PM,Rural,2,65.8
2021,May,Passenger,PM,Rural,3,54.9
2021,May,Passenger,PM,Rural,4,47.1
2021,May,Passenger,PM,Rural,5,48.2
2021,May,Passenger,PM,Rural,6,38.7
2021,May,Passenger,PM,Rural,7,34.1
2021,Jun,Passenger,AM,Urban,1,61.8
2021,Jun,Passenger,AM,Urban,2,55.8
2021,Jun,Passenger,AM,Urban,3,29.2
2021,Jun,Passenger,AM,Urban,4,26.4
2021,Jun,Passenger,AM,Urban,5,22
2021,Jun,Passenger,AM,Urban,6,27.1
2021,Jun,Passenger,AM,Urban,7,21.7
2021,Jun,Passenger,AM,Rural,1,73.5
2021,Jun,Passenger,AM,Rural,2,67.1
2021,Jun,Passenger,AM,Rural,3,56.1
2021,Jun,Passenger,AM,Rural,4,48.9
2021,Jun,Passenger,AM,Rural,5,50.1
2021,Jun,Passenger,AM,Rural,6,41.2
2021,Jun,Passenger,AM,Rural,7,35
2021,Jun,Passenger,PM,Urban,1,53.2
2021,Jun,Passenger,PM,Urban,2,48.4
2021,Jun,Passenger,PM,Urban,3,23.8
2021,Jun,Passenger,PM,Urban,4,21.8
2021,Jun,Passenger,PM,Urban,5,18.7
2021,Jun,Passenger,PM,Urban,6,22.1
2021,Jun,Passenger,PM,Urban,7,16.1
2021,Jun,Passenger,PM,Rural,1,72.2
2021,Jun,Passenger,PM,Rural,2,65.5
2021,Jun,Passenger,PM,Rural,3,54.4
2021,Jun,Passenger,PM,Rural,4,46.2
2021,Jun,Passenger,PM,Rural,5,46.8
2021,Jun,Passenger,PM,Rural,6,41.6
2021,Jun,Passenger,PM,Rural,7,34.8
2021,Jul,Passenger,AM,Urban,1,63
2021,Jul,Passenger,AM,Urban,2,57.1
2021,Jul,Passenger,AM,Urban,3,30
2021,Jul,Passenger,AM,Urban,4,27.3
2021,Jul,Passenger,AM,Urban,5,22.4
2021,Jul,Passenger,AM,Urban,6,27.1
2021,Jul,Passenger,AM,Urban,7,21
2021,Jul,Passenger,AM,Rural,1,73.7
2021,Jul,Passenger,AM,Rural,2,67.3
2021,Jul,Passenger,AM,Rural,3,56.4
2021,Jul,Passenger,AM,Rural,4,48.6
2021,Jul,Passenger,AM,Rural,5,49.5
2021,Jul,Passenger,AM,Rural,6,5
2021,Jul,Passenger,AM,Rural,7,34
2021,Jul,Passenger,PM,Urban,1,53.8
2021,Jul,Passenger,PM,Urban,2,49.4
2021,Jul,Passenger,PM,Urban,3,24.2
2021,Jul,Passenger,PM,Urban,4,22
2021,Jul,Passenger,PM,Urban,5,19
2021,Jul,Passenger,PM,Urban,6,23.3
2021,Jul,Passenger,PM,Urban,7,16.7
2021,Jul,Passenger,PM,Rural,1,72
2021,Jul,Passenger,PM,Rural,2,65.9
2021,Jul,Passenger,PM,Rural,3,54.6
2021,Jul,Passenger,PM,Rural,4,45.8
2021,Jul,Passenger,PM,Rural,5,48
2021,Jul,Passenger,PM,Rural,6,30
2021,Jul,Passenger,PM,Rural,7,14
2021,Aug,Passenger,AM,Urban,1,61.3
2021,Aug,Passenger,AM,Urban,2,55.2
2021,Aug,Passenger,AM,Urban,3,28
2021,Aug,Passenger,AM,Urban,4,25.5
2021,Aug,Passenger,AM,Urban,5,20.5
2021,Aug,Passenger,AM,Urban,6,26.4
2021,Aug,Passenger,AM,Urban,7,21.4
2021,Aug,Passenger,AM,Rural,1,73.5
2021,Aug,Passenger,AM,Rural,2,67.1
2021,Aug,Passenger,AM,Rural,3,55
2021,Aug,Passenger,AM,Rural,4,46.4
2021,Aug,Passenger,AM,Rural,5,49.4
2021,Aug,Passenger,AM,Rural,6,38.1
2021,Aug,Passenger,AM,Rural,7,36.3
2021,Aug,Passenger,PM,Urban,1,54.8
2021,Aug,Passenger,PM,Urban,2,49.5
2021,Aug,Passenger,PM,Urban,3,23.8
2021,Aug,Passenger,PM,Urban,4,22.1
2021,Aug,Passenger,PM,Urban,5,18.8
2021,Aug,Passenger,PM,Urban,6,23
2021,Aug,Passenger,PM,Urban,7,19.2
2021,Aug,Passenger,PM,Rural,1,72.7
2021,Aug,Passenger,PM,Rural,2,66.1
2021,Aug,Passenger,PM,Rural,3,54.5
2021,Aug,Passenger,PM,Rural,4,45.5
2021,Aug,Passenger,PM,Rural,5,48
2021,Aug,Passenger,PM,Rural,6,25.5
2021,Aug,Passenger,PM,Rural,7,31.1
2021,Sep,Passenger,AM,Urban,1,58.4
2021,Sep,Passenger,AM,Urban,2,52.1
2021,Sep,Passenger,AM,Urban,3,26.2
2021,Sep,Passenger,AM,Urban,4,23.9
2021,Sep,Passenger,AM,Urban,5,19.3
2021,Sep,Passenger,AM,Urban,6,25.7
2021,Sep,Passenger,AM,Urban,7,20.1
2021,Sep,Passenger,AM,Rural,1,73
2021,Sep,Passenger,AM,Rural,2,66.5
2021,Sep,Passenger,AM,Rural,3,54.1
2021,Sep,Passenger,AM,Rural,4,45.9
2021,Sep,Passenger,AM,Rural,5,49.6
2021,Sep,Passenger,AM,Rural,6,50
2021,Sep,Passenger,AM,Rural,7,16.7
2021,Sep,Passenger,PM,Urban,1,54.2
2021,Sep,Passenger,PM,Urban,2,48.7
2021,Sep,Passenger,PM,Urban,3,23.2
2021,Sep,Passenger,PM,Urban,4,21.1
2021,Sep,Passenger,PM,Urban,5,18.1
2021,Sep,Passenger,PM,Urban,6,21.8
2021,Sep,Passenger,PM,Urban,7,19.1
2021,Sep,Passenger,PM,Rural,1,72.5
2021,Sep,Passenger,PM,Rural,2,66
2021,Sep,Passenger,PM,Rural,3,54.5
2021,Sep,Passenger,PM,Rural,4,45.6
2021,Sep,Passenger,PM,Rural,5,47.7
2021,Sep,Passenger,PM,Rural,6,49.6
2021,Sep,Passenger,PM,Rural,7,33.3
2021,Oct,Passenger,AM,Urban,1,57.9
2021,Oct,Passenger,AM,Urban,2,51.8
2021,Oct,Passenger,AM,Urban,3,26.5
2021,Oct,Passenger,AM,Urban,4,24.2
2021,Oct,Passenger,AM,Urban,5,20.1
2021,Oct,Passenger,AM,Urban,6,26.6
2021,Oct,Passenger,AM,Urban,7,22.1
2021,Oct,Passenger,AM,Rural,1,73
2021,Oct,Passenger,AM,Rural,2,66.5
2021,Oct,Passenger,AM,Rural,3,54.6
2021,Oct,Passenger,AM,Rural,4,47.1
2021,Oct,Passenger,AM,Rural,5,48.2
2021,Oct,Passenger,AM,Rural,6,37
2021,Oct,Passenger,AM,Rural,7,32
2021,Oct,Passenger,PM,Urban,1,53.4
2021,Oct,Passenger,PM,Urban,2,48.2
2021,Oct,Passenger,PM,Urban,3,23.2
2021,Oct,Passenger,PM,Urban,4,21.2
2021,Oct,Passenger,PM,Urban,5,18.3
2021,Oct,Passenger,PM,Urban,6,20.8
2021,Oct,Passenger,PM,Urban,7,19.4
2021,Oct,Passenger,PM,Rural,1,72.8
2021,Oct,Passenger,PM,Rural,2,66.3
2021,Oct,Passenger,PM,Rural,3,54.7
2021,Oct,Passenger,PM,Rural,4,45.4
2021,Oct,Passenger,PM,Rural,5,46.9
2021,Oct,Passenger,PM,Rural,6,26
2021,Oct,Passenger,PM,Rural,7,26.9
2021,Nov,Passenger,AM,Urban,1,59.6
2021,Nov,Passenger,AM,Urban,2,53.4
2021,Nov,Passenger,AM,Urban,3,27.4
2021,Nov,Passenger,AM,Urban,4,24.8
2021,Nov,Passenger,AM,Urban,5,20.4
2021,Nov,Passenger,AM,Urban,6,24.8
2021,Nov,Passenger,AM,Urban,7,22.4
2021,Nov,Passenger,AM,Rural,1,73.7
2021,Nov,Passenger,AM,Rural,2,67.2
2021,Nov,Passenger,AM,Rural,3,55.4
2021,Nov,Passenger,AM,Rural,4,47.1
2021,Nov,Passenger,AM,Rural,5,49.6
2021,Nov,Passenger,AM,Rural,6,39
2021,Nov,Passenger,AM,Rural,7,23.2
2021,Nov,Passenger,PM,Urban,1,54.7
2021,Nov,Passenger,PM,Urban,2,49.2
2021,Nov,Passenger,PM,Urban,3,23.8
2021,Nov,Passenger,PM,Urban,4,21.8
2021,Nov,Passenger,PM,Urban,5,18.6
2021,Nov,Passenger,PM,Urban,6,20.9
2021,Nov,Passenger,PM,Urban,7,19.3
2021,Nov,Passenger,PM,Rural,1,73.3
2021,Nov,Passenger,PM,Rural,2,66.9
2021,Nov,Passenger,PM,Rural,3,55.3
2021,Nov,Passenger,PM,Rural,4,47.5
2021,Nov,Passenger,PM,Rural,5,46.5
2021,Nov,Passenger,PM,Rural,6,40.7
2021,Nov,Passenger,PM,Rural,7,29.5
2021,Dec,Passenger,AM,Urban,1,61.7
2021,Dec,Passenger,AM,Urban,2,55.4
2021,Dec,Passenger,AM,Urban,3,28.5
2021,Dec,Passenger,AM,Urban,4,25.9
2021,Dec,Passenger,AM,Urban,5,21.6
2021,Dec,Passenger,AM,Urban,6,26.3
2021,Dec,Passenger,AM,Urban,7,20.5
2021,Dec,Passenger,AM,Rural,1,72.9
2021,Dec,Passenger,AM,Rural,2,66.9
2021,Dec,Passenger,AM,Rural,3,55.1
2021,Dec,Passenger,AM,Rural,4,48.6
2021,Dec,Passenger,AM,Rural,5,48.6
2021,Dec,Passenger,AM,Rural,6,19
2021,Dec,Passenger,AM,Rural,7,32.8
2021,Dec,Passenger,PM,Urban,1,55.8
2021,Dec,Passenger,PM,Urban,2,50.2
2021,Dec,Passenger,PM,Urban,3,24
2021,Dec,Passenger,PM,Urban,4,22
2021,Dec,Passenger,PM,Urban,5,19
2021,Dec,Passenger,PM,Urban,6,20.7
2021,Dec,Passenger,PM,Urban,7,18.8
2021,Dec,Passenger,PM,Rural,1,72.9
2021,Dec,Passenger,PM,Rural,2,66.3
2021,Dec,Passenger,PM,Rural,3,54.9
2021,Dec,Passenger,PM,Rural,4,47.3
2021,Dec,Passenger,PM,Rural,5,48.9
2021,Dec,Passenger,PM,Rural,6,39.4
2021,Dec,Passenger,PM,Rural,7,30.2
2021,Jan,Freight,AM,Urban,1,60.9
2021,Jan,Freight,AM,Urban,2,56.4
2021,Jan,Freight,AM,Urban,3,31.8
2021,Jan,Freight,AM,Urban,4,28.2
2021,Jan,Freight,AM,Urban,5,23.4
2021,Jan,Freight,AM,Urban,6,24.2
2021,Jan,Freight,AM,Urban,7,21.6
2021,Jan,Freight,AM,Rural,1,65.1
2021,Jan,Freight,AM,Rural,2,61.5
2021,Jan,Freight,AM,Rural,3,53.5
2021,Jan,Freight,AM,Rural,4,48.8
2021,Jan,Freight,AM,Rural,5,43.8
2021,Jan,Freight,AM,Rural,6,45
2021,Jan,Freight,AM,Rural,7,29.7
2021,Jan,Freight,PM,Urban,1,58.9
2021,Jan,Freight,PM,Urban,2,54.4
2021,Jan,Freight,PM,Urban,3,29
2021,Jan,Freight,PM,Urban,4,26.6
2021,Jan,Freight,PM,Urban,5,23.6
2021,Jan,Freight,PM,Urban,6,23
2021,Jan,Freight,PM,Urban,7,21.7
2021,Jan,Freight,PM,Rural,1,65.7
2021,Jan,Freight,PM,Rural,2,62.5
2021,Jan,Freight,PM,Rural,3,54.5
2021,Jan,Freight,PM,Rural,4,48.2
2021,Jan,Freight,PM,Rural,5,46.1
2021,Jan,Freight,PM,Rural,6,7
2021,Jan,Freight,PM,Rural,7,25.8
2021,Feb,Freight,AM,Urban,1,58.7
2021,Feb,Freight,AM,Urban,2,54.4
2021,Feb,Freight,AM,Urban,3,31
2021,Feb,Freight,AM,Urban,4,27.7
2021,Feb,Freight,AM,Urban,5,22.7
2021,Feb,Freight,AM,Urban,6,24.8
2021,Feb,Freight,AM,Urban,7,21.9
2021,Feb,Freight,AM,Rural,1,63.9
2021,Feb,Freight,AM,Rural,2,60.6
2021,Feb,Freight,AM,Rural,3,52.8
2021,Feb,Freight,AM,Rural,4,48.9
2021,Feb,Freight,AM,Rural,5,43.8
2021,Feb,Freight,AM,Rural,6,21
2021,Feb,Freight,AM,Rural,7,22.5
2021,Feb,Freight,PM,Urban,1,56.6
2021,Feb,Freight,PM,Urban,2,52.5
2021,Feb,Freight,PM,Urban,3,28.2
2021,Feb,Freight,PM,Urban,4,25.9
2021,Feb,Freight,PM,Urban,5,22.8
2021,Feb,Freight,PM,Urban,6,22.7
2021,Feb,Freight,PM,Urban,7,21
2021,Feb,Freight,PM,Rural,1,64.7
2021,Feb,Freight,PM,Rural,2,61.9
2021,Feb,Freight,PM,Rural,3,53.9
2021,Feb,Freight,PM,Rural,4,48.7
2021,Feb,Freight,PM,Rural,5,45.3
2021,Feb,Freight,PM,Rural,6,20
2021,Feb,Freight,PM,Rural,7,33.6
2021,Mar,Freight,AM,Urban,1,59.8
2021,Mar,Freight,AM,Urban,2,55.4
2021,Mar,Freight,AM,Urban,3,31.2
2021,Mar,Freight,AM,Urban,4,27.9
2021,Mar,Freight,AM,Urban,5,23.1
2021,Mar,Freight,AM,Urban,6,24.9
2021,Mar,Freight,AM,Urban,7,22.6
2021,Mar,Freight,AM,Rural,1,65.8
2021,Mar,Freight,AM,Rural,2,62.3
2021,Mar,Freight,AM,Rural,3,53.9
2021,Mar,Freight,AM,Rural,4,48.4
2021,Mar,Freight,AM,Rural,5,44.9
2021,Mar,Freight,AM,Rural,6,37
2021,Mar,Freight,AM,Rural,7,30.9
2021,Mar,Freight,PM,Urban,1,55
2021,Mar,Freight,PM,Urban,2,51.4
2021,Mar,Freight,PM,Urban,3,27.5
2021,Mar,Freight,PM,Urban,4,25.7
2021,Mar,Freight,PM,Urban,5,23
2021,Mar,Freight,PM,Urban,6,21.4
2021,Mar,Freight,PM,Urban,7,21.6
2021,Mar,Freight,PM,Rural,1,65.5
2021,Mar,Freight,PM,Rural,2,62.2
2021,Mar,Freight,PM,Rural,3,54.3
2021,Mar,Freight,PM,Rural,4,48.1
2021,Mar,Freight,PM,Rural,5,44.6
2021,Mar,Freight,PM,Rural,6,34
2021,Mar,Freight,PM,Rural,7,32.5
2021,Apr,Freight,AM,Urban,1,59.6
2021,Apr,Freight,AM,Urban,2,54.8
2021,Apr,Freight,AM,Urban,3,30.8
2021,Apr,Freight,AM,Urban,4,28
2021,Apr,Freight,AM,Urban,5,23.1
2021,Apr,Freight,AM,Urban,6,24.3
2021,Apr,Freight,AM,Urban,7,21.6
2021,Apr,Freight,AM,Rural,1,66
2021,Apr,Freight,AM,Rural,2,62.2
2021,Apr,Freight,AM,Rural,3,53.6
2021,Apr,Freight,AM,Rural,4,48.7
2021,Apr,Freight,AM,Rural,5,46.2
2021,Apr,Freight,AM,Rural,6,30.7
2021,Apr,Freight,AM,Rural,7,29.3
2021,Apr,Freight,PM,Urban,1,53.9
2021,Apr,Freight,PM,Urban,2,50.6
2021,Apr,Freight,PM,Urban,3,27
2021,Apr,Freight,PM,Urban,4,25.2
2021,Apr,Freight,PM,Urban,5,22.8
2021,Apr,Freight,PM,Urban,6,22.3
2021,Apr,Freight,PM,Urban,7,21.4
2021,Apr,Freight,PM,Rural,1,65.4
2021,Apr,Freight,PM,Rural,2,62.1
2021,Apr,Freight,PM,Rural,3,53.8
2021,Apr,Freight,PM,Rural,4,47.3
2021,Apr,Freight,PM,Rural,5,45
2021,Apr,Freight,PM,Rural,6,34.3
2021,Apr,Freight,PM,Rural,7,33.1
2021,May,Freight,AM,Urban,1,59.1
2021,May,Freight,AM,Urban,2,54.4
2021,May,Freight,AM,Urban,3,30.2
2021,May,Freight,AM,Urban,4,27.5
2021,May,Freight,AM,Urban,5,23.1
2021,May,Freight,AM,Urban,6,24.7
2021,May,Freight,AM,Urban,7,22.1
2021,May,Freight,AM,Rural,1,66.1
2021,May,Freight,AM,Rural,2,61.8
2021,May,Freight,AM,Rural,3,53.4
2021,May,Freight,AM,Rural,4,48.7
2021,May,Freight,AM,Rural,5,45.8
2021,May,Freight,AM,Rural,6,21
2021,May,Freight,AM,Rural,7,30.9
2021,May,Freight,PM,Urban,1,53.1
2021,May,Freight,PM,Urban,2,49.6
2021,May,Freight,PM,Urban,3,26.7
2021,May,Freight,PM,Urban,4,24.9
2021,May,Freight,PM,Urban,5,23.1
2021,May,Freight,PM,Urban,6,24
2021,May,Freight,PM,Urban,7,20.7
2021,May,Freight,PM,Rural,1,65.1
2021,May,Freight,PM,Rural,2,61.6
2021,May,Freight,PM,Rural,3,53.3
2021,May,Freight,PM,Rural,4,47.4
2021,May,Freight,PM,Rural,5,42.7
2021,May,Freight,PM,Rural,6,30
2021,May,Freight,PM,Rural,7,31.5
2021,Jun,Freight,AM,Urban,1,58.8
2021,Jun,Freight,AM,Urban,2,54.5
2021,Jun,Freight,AM,Urban,3,31
2021,Jun,Freight,AM,Urban,4,28.3
2021,Jun,Freight,AM,Urban,5,23.4
2021,Jun,Freight,AM,Urban,6,24.9
2021,Jun,Freight,AM,Urban,7,21.5
2021,Jun,Freight,AM,Rural,1,66.3
2021,Jun,Freight,AM,Rural,2,61.9
2021,Jun,Freight,AM,Rural,3,53.8
2021,Jun,Freight,AM,Rural,4,48
2021,Jun,Freight,AM,Rural,5,44.4
2021,Jun,Freight,AM,Rural,6,29
2021,Jun,Freight,AM,Rural,7,33.1
2021,Jun,Freight,PM,Urban,1,51.6
2021,Jun,Freight,PM,Urban,2,49
2021,Jun,Freight,PM,Urban,3,26.8
2021,Jun,Freight,PM,Urban,4,25.2
2021,Jun,Freight,PM,Urban,5,22.9
2021,Jun,Freight,PM,Urban,6,22.9
2021,Jun,Freight,PM,Urban,7,18.6
2021,Jun,Freight,PM,Rural,1,64.9
2021,Jun,Freight,PM,Rural,2,61.2
2021,Jun,Freight,PM,Rural,3,53.2
2021,Jun,Freight,PM,Rural,4,47.4
2021,Jun,Freight,PM,Rural,5,43
2021,Jun,Freight,PM,Rural,6,37.1
2021,Jun,Freight,PM,Rural,7,30.6
2021,Jul,Freight,AM,Urban,1,59.7
2021,Jul,Freight,AM,Urban,2,55.4
2021,Jul,Freight,AM,Urban,3,31.6
2021,Jul,Freight,AM,Urban,4,28.7
2021,Jul,Freight,AM,Urban,5,23.5
2021,Jul,Freight,AM,Urban,6,25.3
2021,Jul,Freight,AM,Urban,7,22.1
2021,Jul,Freight,AM,Rural,1,66.4
2021,Jul,Freight,AM,Rural,2,62.2
2021,Jul,Freight,AM,Rural,3,53.7
2021,Jul,Freight,AM,Rural,4,48.2
2021,Jul,Freight,AM,Rural,5,44.7
2021,Jul,Freight,AM,Rural,6,10
2021,Jul,Freight,AM,Rural,7,32.4
2021,Jul,Freight,PM,Urban,1,52
2021,Jul,Freight,PM,Urban,2,49.6
2021,Jul,Freight,PM,Urban,3,27.1
2021,Jul,Freight,PM,Urban,4,25.1
2021,Jul,Freight,PM,Urban,5,22.7
2021,Jul,Freight,PM,Urban,6,23.1
2021,Jul,Freight,PM,Urban,7,19.5
2021,Jul,Freight,PM,Rural,1,64.7
2021,Jul,Freight,PM,Rural,2,61.6
2021,Jul,Freight,PM,Rural,3,53.1
2021,Jul,Freight,PM,Rural,4,46.8
2021,Jul,Freight,PM,Rural,5,43.7
2021,Jul,Freight,PM,Rural,6,38
2021,Jul,Freight,PM,Rural,7,30.8
2021,Aug,Freight,AM,Urban,1,58.6
2021,Aug,Freight,AM,Urban,2,53.9
2021,Aug,Freight,AM,Urban,3,30
2021,Aug,Freight,AM,Urban,4,27
2021,Aug,Freight,AM,Urban,5,23.1
2021,Aug,Freight,AM,Urban,6,26.6
2021,Aug,Freight,AM,Urban,7,21.6
2021,Aug,Freight,AM,Rural,1,66.3
2021,Aug,Freight,AM,Rural,2,62
2021,Aug,Freight,AM,Rural,3,52.9
2021,Aug,Freight,AM,Rural,4,47.8
2021,Aug,Freight,AM,Rural,5,44.9
2021,Aug,Freight,AM,Rural,6,35.7
2021,Aug,Freight,AM,Rural,7,32
2021,Aug,Freight,PM,Urban,1,53.2
2021,Aug,Freight,PM,Urban,2,49.8
2021,Aug,Freight,PM,Urban,3,26.8
2021,Aug,Freight,PM,Urban,4,25.2
2021,Aug,Freight,PM,Urban,5,22.3
2021,Aug,Freight,PM,Urban,6,20.1
2021,Aug,Freight,PM,Urban,7,21
2021,Aug,Freight,PM,Rural,1,65.4
2021,Aug,Freight,PM,Rural,2,61.8
2021,Aug,Freight,PM,Rural,3,53.1
2021,Aug,Freight,PM,Rural,4,46.6
2021,Aug,Freight,PM,Rural,5,44.2
2021,Aug,Freight,PM,Rural,6,37.5
2021,Aug,Freight,PM,Rural,7,29.1
2021,Sep,Freight,AM,Urban,1,56.1
2021,Sep,Freight,AM,Urban,2,51.2
2021,Sep,Freight,AM,Urban,3,28.3
2021,Sep,Freight,AM,Urban,4,26
2021,Sep,Freight,AM,Urban,5,22.5
2021,Sep,Freight,AM,Urban,6,25.8
2021,Sep,Freight,AM,Urban,7,21.2
2021,Sep,Freight,AM,Rural,1,66.3
2021,Sep,Freight,AM,Rural,2,62
2021,Sep,Freight,AM,Rural,3,52.7
2021,Sep,Freight,AM,Rural,4,47.3
2021,Sep,Freight,AM,Rural,5,44.6
2021,Sep,Freight,AM,Rural,6,25
2021,Sep,Freight,AM,Rural,7,26
2021,Sep,Freight,PM,Urban,1,52.7
2021,Sep,Freight,PM,Urban,2,48.9
2021,Sep,Freight,PM,Urban,3,26.1
2021,Sep,Freight,PM,Urban,4,24.5
2021,Sep,Freight,PM,Urban,5,22.5
2021,Sep,Freight,PM,Urban,6,22
2021,Sep,Freight,PM,Urban,7,20.6
2021,Sep,Freight,PM,Rural,1,65.5
2021,Sep,Freight,PM,Rural,2,61.9
2021,Sep,Freight,PM,Rural,3,53.2
2021,Sep,Freight,PM,Rural,4,46.1
2021,Sep,Freight,PM,Rural,5,44
2021,Sep,Freight,PM,Rural,6,4
2021,Sep,Freight,PM,Rural,7,27.1
2021,Oct,Freight,AM,Urban,1,55.6
2021,Oct,Freight,AM,Urban,2,51
2021,Oct,Freight,AM,Urban,3,28.4
2021,Oct,Freight,AM,Urban,4,25.4
2021,Oct,Freight,AM,Urban,5,22.5
2021,Oct,Freight,AM,Urban,6,26.1
2021,Oct,Freight,AM,Urban,7,21.5
2021,Oct,Freight,AM,Rural,1,65.9
2021,Oct,Freight,AM,Rural,2,61.7
2021,Oct,Freight,AM,Rural,3,52.6
2021,Oct,Freight,AM,Rural,4,47.6
2021,Oct,Freight,AM,Rural,5,43.6
2021,Oct,Freight,AM,Rural,6,30.6
2021,Oct,Freight,AM,Rural,7,30.9
2021,Oct,Freight,PM,Urban,1,51.9
2021,Oct,Freight,PM,Urban,2,48.5
2021,Oct,Freight,PM,Urban,3,25.8
2021,Oct,Freight,PM,Urban,4,24.3
2021,Oct,Freight,PM,Urban,5,22.3
2021,Oct,Freight,PM,Urban,6,21.7
2021,Oct,Freight,PM,Urban,7,19.7
