Year,Month,Vehicle Type,Time Period (AM/PM),Area Type,Functional Classification,Speed
2021,Oct,Freight,PM,Rural,1,65.4
2021,Oct,Freight,PM,Rural,2,62
2021,Oct,Freight,PM,Rural,3,53.2
2021,Oct,Freight,PM,Rural,4,47.6
2021,Oct,Freight,PM,Rural,5,44.1
2021,Oct,Freight,PM,Rural,6,32
2021,Oct,Freight,PM,Rural,7,27.5
2021,Nov,Freight,AM,Urban,1,56.6
2021,Nov,Freight,AM,Urban,2,51.9
2021,Nov,Freight,AM,Urban,3,28.8
2021,Nov,Freight,AM,Urban,4,26.1
2021,Nov,Freight,AM,Urban,5,22.6
2021,Nov,Freight,AM,Urban,6,26.8
2021,Nov,Freight,AM,Urban,7,22.1
2021,Nov,Freight,AM,Rural,1,66.2
2021,Nov,Freight,AM,Rural,2,62.1
2021,Nov,Freight,AM,Rural,3,53.2
2021,Nov,Freight,AM,Rural,4,48
2021,Nov,Freight,AM,Rural,5,45.3
2021,Nov,Freight,AM,Rural,6,38.4
2021,Nov,Freight,AM,Rural,7,33.6
2021,Nov,Freight,PM,Urban,1,52.5
2021,Nov,Freight,PM,Urban,2,48.8
2021,Nov,Freight,PM,Urban,3,25.8
2021,Nov,Freight,PM,Urban,4,24.2
2021,Nov,Freight,PM,Urban,5,21.9
2021,Nov,Freight,PM,Urban,6,22.8
2021,Nov,Freight,PM,Urban,7,20.4
2021,Nov,Freight,PM,Rural,1,65.8
2021,Nov,Freight,PM,Rural,2,62.2
2021,Nov,Freight,PM,Rural,3,53.6
2021,Nov,Freight,PM,Rural,4,47.3
2021,Nov,Freight,PM,Rural,5,42.7
2021,Nov,Freight,PM,Rural,6,30.3
2021,Nov,Freight,PM,Rural,7,32.3
2021,Dec,Freight,AM,Urban,1,58.5
2021,Dec,Freight,AM,Urban,2,53.9
2021,Dec,Freight,AM,Urban,3,29.9
2021,Dec,Freight,AM,Urban,4,27.1
2021,Dec,Freight,AM,Urban,5,22.8
2021,Dec,Freight,AM,Urban,6,24.6
2021,Dec,Freight,AM,Urban,7,22.4
2021,Dec,Freight,AM,Rural,1,65.5
2021,Dec,Freight,AM,Rural,2,62.1
2021,Dec,Freight,AM,Rural,3,52.8
2021,Dec,Freight,AM,Rural,4,48
2021,Dec,Freight,AM,Rural,5,44.4
2021,Dec,Freight,AM,Rural,6,32
2021,Dec,Freight,AM,Rural,7,29.5
2021,Dec,Freight,PM,Urban,1,53.5
2021,Dec,Freight,PM,Urban,2,49.7
2021,Dec,Freight,PM,Urban,3,26.1
2021,Dec,Freight,PM,Urban,4,24.5
2021,Dec,Freight,PM,Urban,5,22.5
2021,Dec,Freight,PM,Urban,6,23.5
2021,Dec,Freight,PM,Urban,7,20.7
2021,Dec,Freight,PM,Rural,1,65.5
2021,Dec,Freight,PM,Rural,2,62
2021,Dec,Freight,PM,Rural,3,53.3
2021,Dec,Freight,PM,Rural,4,48.1
2021,Dec,Freight,PM,Rural,5,44
2021,Dec,Freight,PM,Rural,6,33
2021,Dec,Freight,PM,Rural,7,24.8
2022,Jan,All,AM,Urban,1,60.5
2022,Jan,All,AM,Urban,2,54.8
2022,Jan,All,AM,Urban,3,29.3
2022,Jan,All,AM,Urban,4,26.7
2022,Jan,All,AM,Urban,5,22.1
2022,Jan,All,AM,Urban,6,26.1
2022,Jan,All,AM,Urban,7,21.6
2022,Jan,All,AM,Rural,1,68.4
2022,Jan,All,AM,Rural,2,64.1
2022,Jan,All,AM,Rural,3,54.5
2022,Jan,All,AM,Rural,4,48.8
2022,Jan,All,AM,Rural,5,47.5
2022,Jan,All,AM,Rural,6,30.6
2022,Jan,All,AM,Rural,7,27.7
2022,Jan,All,PM,Urban,1,58.7
2022,Jan,All,PM,Urban,2,53
2022,Jan,All,PM,Urban,3,26.3
2022,Jan,All,PM,Urban,4,24.5
2022,Jan,All,PM,Urban,5,21.1
2022,Jan,All,PM,Urban,6,23
2022,Jan,All,PM,Urban,7,19.8
2022,Jan,All,PM,Rural,1,69.5
2022,Jan,All,PM,Rural,2,65.1
2022,Jan,All,PM,Rural,3,55.4
2022,Jan,All,PM,Rural,4,49.4
2022,Jan,All,PM,Rural,5,48.2
2022,Jan,All,PM,Rural,6,31.5
2022,Jan,All,PM,Rural,7,29.7
2022,Feb,All,AM,Urban,1,57.4
2022,Feb,All,AM,Urban,2,52.2
2022,Feb,All,AM,Urban,3,28.3
2022,Feb,All,AM,Urban,4,25.8
2022,Feb,All,AM,Urban,5,21.5
2022,Feb,All,AM,Urban,6,24
2022,Feb,All,AM,Urban,7,21.5
2022,Feb,All,AM,Rural,1,68.1
2022,Feb,All,AM,Rural,2,63.9
2022,Feb,All,AM,Rural,3,54.3
2022,Feb,All,AM,Rural,4,48.2
2022,Feb,All,AM,Rural,5,47.9
2022,Feb,All,AM,Rural,6,37.7
2022,Feb,All,AM,Rural,7,32.7
2022,Feb,All,PM,Urban,1,54.4
2022,Feb,All,PM,Urban,2,49.6
2022,Feb,All,PM,Urban,3,25.3
2022,Feb,All,PM,Urban,4,23.4
2022,Feb,All,PM,Urban,5,19.8
2022,Feb,All,PM,Urban,6,22.5
2022,Feb,All,PM,Urban,7,19.6
2022,Feb,All,PM,Rural,1,69
2022,Feb,All,PM,Rural,2,64.7
2022,Feb,All,PM,Rural,3,55.2
2022,Feb,All,PM,Rural,4,48.8
2022,Feb,All,PM,Rural,5,48.2
2022,Feb,All,PM,Rural,6,33
2022,Feb,All,PM,Rural,7,30.8
2022,Mar,All,AM,Urban,1,58.2
2022,Mar,All,AM,Urban,2,52.6
2022,Mar,All,AM,Urban,3,28.5
2022,Mar,All,AM,Urban,4,26.3
2022,Mar,All,AM,Urban,5,21.8
2022,Mar,All,AM,Urban,6,24.9
2022,Mar,All,AM,Urban,7,22.1
2022,Mar,All,AM,Rural,1,69.5
2022,Mar,All,AM,Rural,2,65
2022,Mar,All,AM,Rural,3,54.9
2022,Mar,All,AM,Rural,4,48
2022,Mar,All,AM,Rural,5,47.8
2022,Mar,All,AM,Rural,6,35
2022,Mar,All,AM,Rural,7,28.5
2022,Mar,All,PM,Urban,1,54.6
2022,Mar,All,PM,Urban,2,50
2022,Mar,All,PM,Urban,3,25.4
2022,Mar,All,PM,Urban,4,23.4
2022,Mar,All,PM,Urban,5,20.4
2022,Mar,All,PM,Urban,6,21.6
2022,Mar,All,PM,Urban,7,19.4
2022,Mar,All,PM,Rural,1,69.8
2022,Mar,All,PM,Rural,2,65.6
2022,Mar,All,PM,Rural,3,55.7
2022,Mar,All,PM,Rural,4,48.8
2022,Mar,All,PM,Rural,5,47.7
2022,Mar,All,PM,Rural,6,39.4
2022,Mar,All,PM,Rural,7,32
2022,Apr,All,AM,Urban,1,58.6
2022,Apr,All,AM,Urban,2,52.9
2022,Apr,All,AM,Urban,3,28.5
2022,Apr,All,AM,Urban,4,26.4
2022,Apr,All,AM,Urban,5,21.7
2022,Apr,All,AM,Urban,6,25.7
2022,Apr,All,AM,Urban,7,22
2022,Apr,All,AM,Rural,1,69.7
2022,Apr,All,AM,Rural,2,65.2
2022,Apr,All,AM,Rural,3,54.7
2022,Apr,All,AM,Rural,4,49.1
2022,Apr,All,AM,Rural,5,47.8
2022,Apr,All,AM,Rural,6,40.8
2022,Apr,All,AM,Rural,7,30.2
2022,Apr,All,PM,Urban,1,53.6
2022,Apr,All,PM,Urban,2,49.3
2022,Apr,All,PM,Urban,3,25.3
2022,Apr,All,PM,Urban,4,23.4
2022,Apr,All,PM,Urban,5,20.3
2022,Apr,All,PM,Urban,6,22.5
2022,Apr,All,PM,Urban,7,19.3
2022,Apr,All,PM,Rural,1,69.7
2022,Apr,All,PM,Rural,2,65.2
2022,Apr,All,PM,Rural,3,55.3
2022,Apr,All,PM,Rural,4,49.1
2022,Apr,All,PM,Rural,5,47.4
2022,Apr,All,PM,Rural,6,34.1
2022,Apr,All,PM,Rural,7,32
2022,May,All,AM,Urban,1,58.5
2022,May,All,AM,Urban,2,53
2022,May,All,AM,Urban,3,28.6
2022,May,All,AM,Urban,4,26.4
2022,May,All,AM,Urban,5,22.5
2022,May,All,AM,Urban,6,26.1
2022,May,All,AM,Urban,7,21.9
2022,May,All,AM,Rural,1,70.1
2022,May,All,AM,Rural,2,65.3
2022,May,All,AM,Rural,3,54.7
2022,May,All,AM,Rural,4,48.1
2022,May,All,AM,Rural,5,47.3
2022,May,All,AM,Rural,6,36.1
2022,May,All,AM,Rural,7,30.3
2022,May,All,PM,Urban,1,53.6
2022,May,All,PM,Urban,2,49.3
2022,May,All,PM,Urban,3,25.6
2022,May,All,PM,Urban,4,23.8
2022,May,All,PM,Urban,5,20.2
2022,May,All,PM,Urban,6,22.9
2022,May,All,PM,Urban,7,18.9
2022,May,All,PM,Rural,1,69.8
2022,May,All,PM,Rural,2,64.9
2022,May,All,PM,Rural,3,54.9
2022,May,All,PM,Rural,4,48.2
2022,May,All,PM,Rural,5,45.5
2022,May,All,PM,Rural,6,26.8
2022,May,All,PM,Rural,7,29.6
2022,Jun,All,AM,Urban,1,60
2022,Jun,All,AM,Urban,2,54.6
2022,Jun,All,AM,Urban,3,30.2
2022,Jun,All,AM,Urban,4,27.6
2022,Jun,All,AM,Urban,5,23.1
2022,Jun,All,AM,Urban,6,26.5
2022,Jun,All,AM,Urban,7,21.7
2022,Jun,All,AM,Rural,1,70.2
2022,Jun,All,AM,Rural,2,65.2
2022,Jun,All,AM,Rural,3,55.4
2022,Jun,All,AM,Rural,4,49.2
2022,Jun,All,AM,Rural,5,47.8
2022,Jun,All,AM,Rural,6,38
2022,Jun,All,AM,Rural,7,31.3
2022,Jun,All,PM,Urban,1,53.7
2022,Jun,All,PM,Urban,2,49.9
2022,Jun,All,PM,Urban,3,26.4
2022,Jun,All,PM,Urban,4,24.5
2022,Jun,All,PM,Urban,5,20.6
2022,Jun,All,PM,Urban,6,23.2
2022,Jun,All,PM,Urban,7,18.6
2022,Jun,All,PM,Rural,1,69.7
2022,Jun,All,PM,Rural,2,64.8
2022,Jun,All,PM,Rural,3,54.7
2022,Jun,All,PM,Rural,4,48.1
2022,Jun,All,PM,Rural,5,45.9
2022,Jun,All,PM,Rural,6,35.2
2022,Jun,All,PM,Rural,7,34.4
2022,Jul,All,AM,Urban,1,61.9
2022,Jul,All,AM,Urban,2,56.5
2022,Jul,All,AM,Urban,3,31.1
2022,Jul,All,AM,Urban,4,28.1
2022,Jul,All,AM,Urban,5,23.2
2022,Jul,All,AM,Urban,6,26.9
2022,Jul,All,AM,Urban,7,22.5
2022,Jul,All,AM,Rural,1,70.7
2022,Jul,All,AM,Rural,2,65.5
2022,Jul,All,AM,Rural,3,55.5
2022,Jul,All,AM,Rural,4,49.9
2022,Jul,All,AM,Rural,5,47.9
2022,Jul,All,AM,Rural,6,29.3
2022,Jul,All,AM,Rural,7,28.7
2022,Jul,All,PM,Urban,1,54.9
2022,Jul,All,PM,Urban,2,51.1
2022,Jul,All,PM,Urban,3,26.9
2022,Jul,All,PM,Urban,4,24.9
2022,Jul,All,PM,Urban,5,21.2
2022,Jul,All,PM,Urban,6,23.9
2022,Jul,All,PM,Urban,7,19.5
2022,Jul,All,PM,Rural,1,70.1
2022,Jul,All,PM,Rural,2,65
2022,Jul,All,PM,Rural,3,54.7
2022,Jul,All,PM,Rural,4,48
2022,Jul,All,PM,Rural,5,45.6
2022,Jul,All,PM,Rural,6,31.8
2022,Jul,All,PM,Rural,7,33.3
2022,Aug,All,AM,Urban,1,59.5
2022,Aug,All,AM,Urban,2,54.3
2022,Aug,All,AM,Urban,3,29.6
2022,Aug,All,AM,Urban,4,27.4
2022,Aug,All,AM,Urban,5,22.9
2022,Aug,All,AM,Urban,6,25.2
2022,Aug,All,AM,Urban,7,21.6
2022,Aug,All,AM,Rural,1,70.3
2022,Aug,All,AM,Rural,2,65.1
2022,Aug,All,AM,Rural,3,54.6
2022,Aug,All,AM,Rural,4,48.6
2022,Aug,All,AM,Rural,5,47.2
2022,Aug,All,AM,Rural,6,36.8
2022,Aug,All,AM,Rural,7,29.2
2022,Aug,All,PM,Urban,1,54
2022,Aug,All,PM,Urban,2,50
2022,Aug,All,PM,Urban,3,26.4
2022,Aug,All,PM,Urban,4,24.7
2022,Aug,All,PM,Urban,5,21
2022,Aug,All,PM,Urban,6,23.5
2022,Aug,All,PM,Urban,7,19.8
2022,Aug,All,PM,Rural,1,69.8
2022,Aug,All,PM,Rural,2,64.8
2022,Aug,All,PM,Rural,3,54.4
2022,Aug,All,PM,Rural,4,48
2022,Aug,All,PM,Rural,5,45.5
2022,Aug,All,PM,Rural,6,36.2
2022,Aug,All,PM,Rural,7,31.1
2022,Sep,All,AM,Urban,1,57
2022,Sep,All,AM,Urban,2,51.7
2022,Sep,All,AM,Urban,3,28.2
2022,Sep,All,AM,Urban,4,26.1
2022,Sep,All,AM,Urban,5,21.9
2022,Sep,All,AM,Urban,6,25
2022,Sep,All,AM,Urban,7,21.6
2022,Sep,All,AM,Rural,1,70.3
2022,Sep,All,AM,Rural,2,65.1
2022,Sep,All,AM,Rural,3,54.2
2022,Sep,All,AM,Rural,4,48.1
2022,Sep,All,AM,Rural,5,46.5
2022,Sep,All,AM,Rural,6,35
2022,Sep,All,AM,Rural,7,29.4
2022,Sep,All,PM,Urban,1,53.3
2022,Sep,All,PM,Urban,2,49.1
2022,Sep,All,PM,Urban,3,25.9
2022,Sep,All,PM,Urban,4,24.3
2022,Sep,All,PM,Urban,5,20.6
2022,Sep,All,PM,Urban,6,23.2
2022,Sep,All,PM,Urban,7,20
2022,Sep,All,PM,Rural,1,69.9
2022,Sep,All,PM,Rural,2,65
2022,Sep,All,PM,Rural,3,54.7
2022,Sep,All,PM,Rural,4,48.4
2022,Sep,All,PM,Rural,5,45.5
2022,Sep,All,PM,Rural,6,34
2022,Sep,All,PM,Rural,7,28.4
2022,Oct,All,AM,Urban,1,56.7
2022,Oct,All,AM,Urban,2,51.7
2022,Oct,All,AM,Urban,3,28.5
2022,Oct,All,AM,Urban,4,26.3
2022,Oct,All,AM,Urban,5,22.1
2022,Oct,All,AM,Urban,6,25.2
2022,Oct,All,AM,Urban,7,21.7
2022,Oct,All,AM,Rural,1,70.1
2022,Oct,All,AM,Rural,2,64.9
2022,Oct,All,AM,Rural,3,54.3
2022,Oct,All,AM,Rural,4,48.5
2022,Oct,All,AM,Rural,5,46.9
2022,Oct,All,AM,Rural,6,33.1
2022,Oct,All,AM,Rural,7,30.8
2022,Oct,All,PM,Urban,1,53.2
2022,Oct,All,PM,Urban,2,49.1
2022,Oct,All,PM,Urban,3,25.8
2022,Oct,All,PM,Urban,4,24.1
2022,Oct,All,PM,Urban,5,20.5
2022,Oct,All,PM,Urban,6,23.4
2022,Oct,All,PM,Urban,7,19.1
2022,Oct,All,PM,Rural,1,70.2
2022,Oct,All,PM,Rural,2,65.3
2022,Oct,All,PM,Rural,3,54.8
2022,Oct,All,PM,Rural,4,48.6
2022,Oct,All,PM,Rural,5,45.6
2022,Oct,All,PM,Rural,6,29
2022,Oct,All,PM,Rural,7,30.2
2022,Nov,All,AM,Urban,1,57.7
2022,Nov,All,AM,Urban,2,52.1
2022,Nov,All,AM,Urban,3,26.7
2022,Nov,All,AM,Urban,4,25
2022,Nov,All,AM,Urban,5,21.3
2022,Nov,All,AM,Urban,6,25.4
2022,Nov,All,AM,Urban,7,21.7
2022,Nov,All,AM,Rural,1,69.5
2022,Nov,All,AM,Rural,2,63.9
2022,Nov,All,AM,Rural,3,51.9
2022,Nov,All,AM,Rural,4,46.8
2022,Nov,All,AM,Rural,5,45.9
2022,Nov,All,AM,Rural,6,37.2
2022,Nov,All,AM,Rural,7,28.5
2022,Nov,All,PM,Urban,1,54.1
2022,Nov,All,PM,Urban,2,49
2022,Nov,All,PM,Urban,3,23.9
2022,Nov,All,PM,Urban,4,22.5
2022,Nov,All,PM,Urban,5,19.6
2022,Nov,All,PM,Urban,6,21.8
2022,Nov,All,PM,Urban,7,18.6
2022,Nov,All,PM,Rural,1,69.6
2022,Nov,All,PM,Rural,2,63.9
2022,Nov,All,PM,Rural,3,52.3
2022,Nov,All,PM,Rural,4,46.7
2022,Nov,All,PM,Rural,5,45.1
2022,Nov,All,PM,Rural,6,34.4
2022,Nov,All,PM,Rural,7,28.4
2022,Dec,All,AM,Urban,1,59.6
2022,Dec,All,AM,Urban,2,53.9
2022,Dec,All,AM,Urban,3,28.1
2022,Dec,All,AM,Urban,4,25.8
2022,Dec,All,AM,Urban,5,21.9
2022,Dec,All,AM,Urban,6,25.8
2022,Dec,All,AM,Urban,7,20.7
2022,Dec,All,AM,Rural,1,68.6
2022,Dec,All,AM,Rural,2,63.3
2022,Dec,All,AM,Rural,3,52.1
2022,Dec,All,AM,Rural,4,47.8
2022,Dec,All,AM,Rural,5,47
2022,Dec,All,AM,Rural,6,32.7
2022,Dec,All,AM,Rural,7,22.8
2022,Dec,All,PM,Urban,1,53.7
2022,Dec,All,PM,Urban,2,49.2
2022,Dec,All,PM,Urban,3,24.5
2022,Dec,All,PM,Urban,4,22.9
2022,Dec,All,PM,Urban,5,19.6
2022,Dec,All,PM,Urban,6,22.9
2022,Dec,All,PM,Urban,7,18.4
2022,Dec,All,PM,Rural,1,68.9
2022,Dec,All,PM,Rural,2,63.6
2022,Dec,All,PM,Rural,3,52.4
2022,Dec,All,PM,Rural,4,47.1
2022,Dec,All,PM,Rural,5,45.2
2022,Dec,All,PM,Rural,6,30.1
2022,Dec,All,PM,Rural,7,26.4
2022,Jan,Passenger,AM,Urban,1,61.9
2022,Jan,Passenger,AM,Urban,2,55.5
2022,Jan,Passenger,AM,Urban,3,28.5
2022,Jan,Passenger,AM,Urban,4,26.1
2022,Jan,Passenger,AM,Urban,5,21.3
2022,Jan,Passenger,AM,Urban,6,27.1
2022,Jan,Passenger,AM,Urban,7,20.8
2022,Jan,Passenger,AM,Rural,1,72.3
2022,Jan,Passenger,AM,Rural,2,66.1
2022,Jan,Passenger,AM,Rural,3,54.8
2022,Jan,Passenger,AM,Rural,4,47.6
2022,Jan,Passenger,AM,Rural,5,49.7
2022,Jan,Passenger,AM,Rural,6,25
2022,Jan,Passenger,AM,Rural,7,33.2
2022,Jan,Passenger,PM,Urban,1,59.6
2022,Jan,Passenger,PM,Urban,2,53
2022,Jan,Passenger,PM,Urban,3,25.3
2022,Jan,Passenger,PM,Urban,4,23.3
2022,Jan,Passenger,PM,Urban,5,19.8
2022,Jan,Passenger,PM,Urban,6,22.9
2022,Jan,Passenger,PM,Urban,7,19.4
2022,Jan,Passenger,PM,Rural,1,73.4
2022,Jan,Passenger,PM,Rural,2,67
2022,Jan,Passenger,PM,Rural,3,55.5
2022,Jan,Passenger,PM,Rural,4,47.8
2022,Jan,Passenger,PM,Rural,5,49.5
2022,Jan,Passenger,PM,Rural,6,30.7
2022,Jan,Passenger,PM,Rural,7,35.6
2022,Feb,Passenger,AM,Urban,1,58.4
2022,Feb,Passenger,AM,Urban,2,52.6
2022,Feb,Passenger,AM,Urban,3,27.5
2022,Feb,Passenger,AM,Urban,4,24.8
2022,Feb,Passenger,AM,Urban,5,20.2
2022,Feb,Passenger,AM,Urban,6,24.7
2022,Feb,Passenger,AM,Urban,7,21.2
2022,Feb,Passenger,AM,Rural,1,72.1
2022,Feb,Passenger,AM,Rural,2,65.8
2022,Feb,Passenger,AM,Rural,3,54.5
2022,Feb,Passenger,AM,Rural,4,47.3
2022,Feb,Passenger,AM,Rural,5,50.2
2022,Feb,Passenger,AM,Rural,6,37.7
2022,Feb,Passenger,AM,Rural,7,34.9
2022,Feb,Passenger,PM,Urban,1,55
2022,Feb,Passenger,PM,Urban,2,49.3
2022,Feb,Passenger,PM,Urban,3,24.2
2022,Feb,Passenger,PM,Urban,4,22.3
2022,Feb,Passenger,PM,Urban,5,18.7
2022,Feb,Passenger,PM,Urban,6,22.6
2022,Feb,Passenger,PM,Urban,7,19.9
2022,Feb,Passenger,PM,Rural,1,72.7
2022,Feb,Passenger,PM,Rural,2,66.4
2022,Feb,Passenger,PM,Rural,3,55.2
2022,Feb,Passenger,PM,Rural,4,47.3
2022,Feb,Passenger,PM,Rural,5,49.4
2022,Feb,Passenger,PM,Rural,6,21.8
2022,Feb,Passenger,PM,Rural,7,32
2022,Mar,Passenger,AM,Urban,1,59.2
2022,Mar,Passenger,AM,Urban,2,52.9
2022,Mar,Passenger,AM,Urban,3,27.6
2022,Mar,Passenger,AM,Urban,4,25.3
2022,Mar,Passenger,AM,Urban,5,21
2022,Mar,Passenger,AM,Urban,6,25.2
2022,Mar,Passenger,AM,Urban,7,21.4
2022,Mar,Passenger,AM,Rural,1,73.3
2022,Mar,Passenger,AM,Rural,2,66.8
2022,Mar,Passenger,AM,Rural,3,55.1
2022,Mar,Passenger,AM,Rural,4,46.9
2022,Mar,Passenger,AM,Rural,5,49.8
2022,Mar,Passenger,AM,Rural,6,33.9
2022,Mar,Passenger,AM,Rural,7,29.8
2022,Mar,Passenger,PM,Urban,1,55.2
2022,Mar,Passenger,PM,Urban,2,49.8
2022,Mar,Passenger,PM,Urban,3,24.4
2022,Mar,Passenger,PM,Urban,4,22.3
2022,Mar,Passenger,PM,Urban,5,19.2
2022,Mar,Passenger,PM,Urban,6,21.5
2022,Mar,Passenger,PM,Urban,7,19.3
2022,Mar,Passenger,PM,Rural,1,73.3
2022,Mar,Passenger,PM,Rural,2,67.1
2022,Mar,Passenger,PM,Rural,3,55.7
2022,Mar,Passenger,PM,Rural,4,47.8
2022,Mar,Passenger,PM,Rural,5,48.9
2022,Mar,Passenger,PM,Rural,6,42
2022,Mar,Passenger,PM,Rural,7,33.9
2022,Apr,Passenger,AM,Urban,1,59.6
2022,Apr,Passenger,AM,Urban,2,53.3
2022,Apr,Passenger,AM,Urban,3,27.7
2022,Apr,Passenger,AM,Urban,4,25.7
2022,Apr,Passenger,AM,Urban,5,21
2022,Apr,Passenger,AM,Urban,6,26.3
2022,Apr,Passenger,AM,Urban,7,22.2
2022,Apr,Passenger,AM,Rural,1,73.5
2022,Apr,Passenger,AM,Rural,2,67
2022,Apr,Passenger,AM,Rural,3,54.9
2022,Apr,Passenger,AM,Rural,4,48
2022,Apr,Passenger,AM,Rural,5,50.3
2022,Apr,Passenger,AM,Rural,6,36.1
2022,Apr,Passenger,AM,Rural,7,31.8
2022,Apr,Passenger,PM,Urban,1,54.1
2022,Apr,Passenger,PM,Urban,2,49.2
2022,Apr,Passenger,PM,Urban,3,24.3
2022,Apr,Passenger,PM,Urban,4,22.4
2022,Apr,Passenger,PM,Urban,5,19.1
2022,Apr,Passenger,PM,Urban,6,21.9
2022,Apr,Passenger,PM,Urban,7,19.6
2022,Apr,Passenger,PM,Rural,1,73
2022,Apr,Passenger,PM,Rural,2,66.6
2022,Apr,Passenger,PM,Rural,3,55.2
2022,Apr,Passenger,PM,Rural,4,48.2
2022,Apr,Passenger,PM,Rural,5,48
2022,Apr,Passenger,PM,Rural,6,37.1
2022,Apr,Passenger,PM,Rural,7,30
2022,May,Passenger,AM,Urban,1,59.5
2022,May,Passenger,AM,Urban,2,53.4
2022,May,Passenger,AM,Urban,3,28
2022,May,Passenger,AM,Urban,4,25.8
2022,May,Passenger,AM,Urban,5,21.7
2022,May,Passenger,AM,Urban,6,26
2022,May,Passenger,AM,Urban,7,22.5
2022,May,Passenger,AM,Rural,1,73.7
2022,May,Passenger,AM,Rural,2,67
2022,May,Passenger,AM,Rural,3,54.6
2022,May,Passenger,AM,Rural,4,47.6
2022,May,Passenger,AM,Rural,5,49.7
2022,May,Passenger,AM,Rural,6,36.9
2022,May,Passenger,AM,Rural,7,32.8
2022,May,Passenger,PM,Urban,1,54.2
2022,May,Passenger,PM,Urban,2,49.2
2022,May,Passenger,PM,Urban,3,24.8
2022,May,Passenger,PM,Urban,4,22.9
2022,May,Passenger,PM,Urban,5,19.3
2022,May,Passenger,PM,Urban,6,22.3
2022,May,Passenger,PM,Urban,7,18.9
2022,May,Passenger,PM,Rural,1,72.8
2022,May,Passenger,PM,Rural,2,66
2022,May,Passenger,PM,Rural,3,54.6
2022,May,Passenger,PM,Rural,4,47.2
2022,May,Passenger,PM,Rural,5,46
2022,May,Passenger,PM,Rural,6,21
2022,May,Passenger,PM,Rural,7,34
2022,Jun,Passenger,AM,Urban,1,61.3
2022,Jun,Passenger,AM,Urban,2,55.3
2022,Jun,Passenger,AM,Urban,3,29.7
2022,Jun,Passenger,AM,Urban,4,27.2
2022,Jun,Passenger,AM,Urban,5,22.6
2022,Jun,Passenger,AM,Urban,6,26.7
2022,Jun,Passenger,AM,Urban,7,22.3
2022,Jun,Passenger,AM,Rural,1,73.7
2022,Jun,Passenger,AM,Rural,2,66.9
2022,Jun,Passenger,AM,Rural,3,55.7
2022,Jun,Passenger,AM,Rural,4,49
2022,Jun,Passenger,AM,Rural,5,49.3
2022,Jun,Passenger,AM,Rural,6,37.6
2022,Jun,Passenger,AM,Rural,7,31.3
2022,Jun,Passenger,PM,Urban,1,54.3
2022,Jun,Passenger,PM,Urban,2,49.8
2022,Jun,Passenger,PM,Urban,3,25.7
2022,Jun,Passenger,PM,Urban,4,23.7
2022,Jun,Passenger,PM,Urban,5,19.7
2022,Jun,Passenger,PM,Urban,6,23.2
2022,Jun,Passenger,PM,Urban,7,18.4
2022,Jun,Passenger,PM,Rural,1,72.5
2022,Jun,Passenger,PM,Rural,2,66
2022,Jun,Passenger,PM,Rural,3,54.4
2022,Jun,Passenger,PM,Rural,4,46.7
2022,Jun,Passenger,PM,Rural,5,46.3
2022,Jun,Passenger,PM,Rural,6,36.7
2022,Jun,Passenger,PM,Rural,7,32.3
2022,Jul,Passenger,AM,Urban,1,63.3
2022,Jul,Passenger,AM,Urban,2,57.4
2022,Jul,Passenger,AM,Urban,3,30.8
2022,Jul,Passenger,AM,Urban,4,28
2022,Jul,Passenger,AM,Urban,5,22.9
2022,Jul,Passenger,AM,Urban,6,27.7
2022,Jul,Passenger,AM,Urban,7,22.7
2022,Jul,Passenger,AM,Rural,1,74.1
2022,Jul,Passenger,AM,Rural,2,67.2
2022,Jul,Passenger,AM,Rural,3,56
2022,Jul,Passenger,AM,Rural,4,49.3
2022,Jul,Passenger,AM,Rural,5,48.9
2022,Jul,Passenger,AM,Rural,6,37.3
2022,Jul,Passenger,AM,Rural,7,31.8
2022,Jul,Passenger,PM,Urban,1,55.6
2022,Jul,Passenger,PM,Urban,2,51.2
2022,Jul,Passenger,PM,Urban,3,26.2
2022,Jul,Passenger,PM,Urban,4,24.1
2022,Jul,Passenger,PM,Urban,5,20.4
2022,Jul,Passenger,PM,Urban,6,23.7
2022,Jul,Passenger,PM,Urban,7,19.9
2022,Jul,Passenger,PM,Rural,1,72.9
2022,Jul,Passenger,PM,Rural,2,66
2022,Jul,Passenger,PM,Rural,3,54.4
2022,Jul,Passenger,PM,Rural,4,46.7
2022,Jul,Passenger,PM,Rural,5,46.2
2022,Jul,Passenger,PM,Rural,6,30
2022,Jul,Passenger,PM,Rural,7,34.1
2022,Aug,Passenger,AM,Urban,1,60.7
2022,Aug,Passenger,AM,Urban,2,55
2022,Aug,Passenger,AM,Urban,3,29.3
2022,Aug,Passenger,AM,Urban,4,27.2
2022,Aug,Passenger,AM,Urban,5,22.4
2022,Aug,Passenger,AM,Urban,6,26.1
2022,Aug,Passenger,AM,Urban,7,21.2
2022,Aug,Passenger,AM,Rural,1,73.8
2022,Aug,Passenger,AM,Rural,2,66.7
2022,Aug,Passenger,AM,Rural,3,54.6
2022,Aug,Passenger,AM,Rural,4,48.1
2022,Aug,Passenger,AM,Rural,5,49.1
2022,Aug,Passenger,AM,Rural,6,36
2022,Aug,Passenger,AM,Rural,7,31.7
2022,Aug,Passenger,PM,Urban,1,54.7
2022,Aug,Passenger,PM,Urban,2,50
